y_true	y_proba
1	0.99
1	0.96
1	0.98
1	0.98
1	0.98
1	0.95
1	0.96
1	0.96
1	0.94
1	0.94
1	0.98
1	0.96
1	0.95
1	0.96
1	1.0
1	0.93
1	0.99
1	1.0
1	0.99
1	0.96
1	0.96
1	0.98
1	0.98
1	0.96
1	0.94
1	0.91
1	0.98
1	0.98
1	0.98
1	0.98
1	0.98
1	0.98
1	0.98
1	0.97
1	0.98
1	0.98
1	0.98
1	0.93
1	0.93
1	0.9
1	0.98
1	0.98
1	0.98
1	0.98
1	0.98
1	0.91
1	0.93
1	0.94
1	0.95
1	0.93
1	0.96
1	0.95
1	0.98
1	0.98
1	0.96
1	0.94
1	0.98
1	0.98
1	0.96
1	0.97
1	0.92
1	0.91
0	0.01
0	0.05
0	0.01
0	0.07
0	0.14
0	0.15
0	0.01
0	0.14
0	0.83
0	0.01
0	0.07
0	0.01
0	0.0
0	0.11
0	0.02
0	0.0
0	0.55
0	0.13
0	0.03
0	0.83
0	0.11
0	0.13
0	0.15
0	0.56
0	0.15
0	0.06
0	0.09
0	0.09
0	0.03
0	0.05
0	0.02
0	0.14
0	0.12
0	0.02
0	0.11
0	0.74
0	0.44
0	0.03
0	0.04
0	0.02
0	0.24
0	0.42
0	0.68
0	0.03
0	0.25
0	0.04
0	0.39
0	0.11
0	0.0
0	0.74
0	0.44
0	0.03
0	0.05
0	0.11
0	0.43
0	0.02
0	0.02
0	0.79
0	0.11
0	0.12
0	0.03
0	0.11
0	0.02
0	0.05
0	0.64
0	0.29
0	0.03
0	0.05
0	0.03
0	0.71
0	0.61
0	0.5
0	0.34
0	0.8
0	0.09
0	0.23
0	0.18
0	0.2
0	0.43
0	0.15
0	0.01
0	0.08
0	0.03
0	0.0
0	0.14
0	0.0
0	0.06
0	0.12
0	0.11
0	0.0
0	0.17
0	0.5
0	0.0
0	0.24
0	0.11
0	0.21
0	0.06
0	0.46
0	0.12
0	0.0
