y_true	y_proba
0	0.11
0	0.0
0	0.09
0	0.0
0	0.11
0	0.09
0	0.08
0	0.0
0	0.0
0	0.11
0	0.09
0	0.11
0	0.0
0	0.0
0	0.11
0	0.0
0	0.05
0	0.0
0	0.09
0	0.11
0	0.11
0	0.0
0	0.11
0	0.09
0	0.09
0	0.11
1	0.93
1	0.98
1	1.0
1	0.9
1	0.87
1	0.95
1	1.0
1	0.95
1	0.89
1	0.83
1	1.0
1	1.0
1	0.37
1	1.0
1	0.99
1	0.86
1	0.89
1	0.87
1	0.98
0	0.09
0	0.14
0	0.0
0	0.09
0	0.0
0	0.0
0	0.0
0	0.0
0	0.12
0	0.02
0	0.03
0	0.11
0	0.0
0	0.0
1	0.99
1	0.91
1	0.05
1	0.82
1	0.37
1	0.9
1	0.87
1	0.91
1	0.98
1	0.86
1	0.87
1	0.97
1	0.98
1	0.9
1	0.85
1	0.38
1	0.94
1	0.59
1	0.89
1	0.83
1	0.88
1	0.87
1	0.14
1	0.89
1	0.91
1	0.89
1	0.71
1	0.79
1	0.4
1	0.93
1	0.98
1	0.57
